Column1,Room Type,Monthly Rent,County,State
2701,studio,788.0,Tarrant County,TX
2702,1br,1522.0,Prince George's County,MD
2703,3br,2131.0,Denver County,CO
2704,3br,1747.0,Montgomery County,TX
2705,studio,926.0,Orange County,FL
2706,4br,2950.0,Suffolk County,NY
2707,1br,667.0,Burke County,NC
2708,studio,1445.0,Fairfield County,CT
2709,4br,1269.0,Niagara County,NY
2710,3br,4925.0,San Francisco County,CA
2711,3br,1706.0,Portsmouth city,VA
2712,2br,1396.0,Hennepin County,MN
2713,studio,865.0,Harris County,TX
2714,1br,898.0,Franklin County,OH
2715,studio,1020.0,Anne Arundel County,MD
2716,3br,837.0,Rush County,IN
2717,4br,2572.0,San Bernardino County,CA
2718,studio,955.0,Mecklenburg County,NC
2719,2br,901.0,Oakland County,
2720,3br,1545.0,Kern County,CA
2721,,1355.0,Anderson County,TN
2722,4br,1385.0,Sedgwicok County,KS
2723,3br,1456.0,Berks County,PA
2724,2br,1181.0,Norfolk city,VA
2725,2br,2453.0,Alameda County,CA
2726,studio,787.0,Leon County,FL
2727,4br,1682.0,Wayne County,
2728,4br,1872.0,Hillsborough County,
2729,4br,2559.0,Richmodn County,NY
2730,,4002.0,Snohomish County,
2731,3br,1381.0,Clark County,NV
2732,2br,1151.0,Kane County,IL
2733,4br,1199.0,Schuylkill County,PA
2734,,767.0,Yakima County,WA
2735,2br,2110.0,Queens County,NY
2736,3br,1459.0,Hartford County,CT
2737,1br,578.0,Hidalgo County,TX
2738,2br,920.0,Bell County,TX
2739,studio,734.0,Bernalillo County,NM
2740,2br,695.0,Jackson Parish,LA
2741,2br,1891.0,Loudoun County,VA
2742,3br,1456.0,Galveston County,
2743,3br,777.0,Freeborn County,MN
2744,3br,1097.0,Grand Traverse County,MI
2745,4br,1554.0,Ada County,ID
2746,1br,1079.0,Chester County,PA
2747,2br,2061.0,Bronx County,NY
2748,3br,2297.0,Passaic County,NJ
2749,,3556.0,Los Angeles County,CA
2750,4br,1788.0,Maricopa County,
2751,4br,1217.0,Saginaw County,MI
2752,,867.0,San Joaquin County,
2753,,2114.0,Ramsey County,MN
2754,3br,802.0,Calhoun County,AL
2755,1br,1867.0,Suffolk County,NY
2756,1br,598.0,Lincoln County,WI
2757,1br,716.0,York Counfty,PA
2758,,1883.0,Maricopa County,AZ
2759,3br,2031.0,Miami-Dade County,FL
2760,3br,1453.0,Macomb County,MI
2761,1br,598.0,Benton County,AR
2762,1br,1339.0,Denton County,TX
2763,1br,985.0,Hillsborough County,FL
2764,4br,2260.0,Essex County,
2765,studio,410.0,Watonwan County,
2766,2br,1032.0,St. Charles County,MO
2767,3br,2711.0,Kings County,NY
2768,2br,1691.0,Miami-Dade County,FL
2769,4br,1938.0,Hartford County,CT
2770,4br,2579.0,Prince William County,VA
2771,,1224.0,Bergen County,NJ
2772,,1680.0,Manatee County,FL
2773,,784.0,Comal County,TX
2774,studio,1285.0,Nassau County,NY
2775,studio,738.0,Washington County,ME
2776,1br,1007.0,Brazoria County,TX
2777,studio,2581.0,San Francisco County,CA
2778,studio,865.0,San Joaquin County,CA
2779,1br,560.0,Marathon County,WI
2780,2br,1402.0,Gwinnett County,GA
2781,2br,984.0,Harris County,TX
2782,,1420.0,Cook County,IL
2783,studio,564.0,Huntingdon County,PA
2784,3br,1877.0,Lake County,FL
2785,studio,754.0,CumberlandrCounty,PA
2786,3br,1286.0,Ingham County,MI
2787,,1413.0,Pueblo County,CO
2788,studio,711.0,Louisa County,VA
2789,2br,1056.0,Hamilton County,TN
2790,studio,592.0,Wood County,TX
2791,studio,890.0,Tarrant County,TX
2792,4br,2290.0,Dutchess Csunty,NY
2793,4br,1336.0,Edgecombe County,NC
2794,,1144.0,Weld County,CO
2795,4br,3079.0,Suffolk County,MA
2796,,756.0,Hampden County,MA
2797,studio,1346.0,Los Angeles County,CA
2798,2br,1215.0,Hampton city,VA
2799,3br,1167.0,Cotton County,OK
2800,4br,3299.0,Los Angeles County,CA
2801,3br,1188.0,Wabasha Couty,MN
2802,4br,2581.0,Pierce County,WA
2803,2br,1122.0,Beaufort County,SC
2804,3br,3419.0,Snohomish County,WA
2805,1br,2039.0,Kings County,NY
2806,studio,987.0,Hawaii County,HI
2807,2br,1350.0,Kendall County,TX
2808,4br,1469.0,Fairfield County,OH
2809,3br,1131.0,Marathon County,WI
2810,1br,868.0,St. Croix County,WI
2811,1br,658.0,Elmore County,AL
2812,,1263.0,San Bernardino County,CA
2813,3br,1134.0,Calcasieu Parish,LA
2814,studio,659.0,Tangipahoa Parish,LA
2815,2br,1566.0,Pierce County,WA
2816,1br,507.0,Owen County,IN
2817,3br,1222.0,DouglasnCounty,NE
2818,,1186.0,Navarro County,
2819,,1483.0,Travis County,TX
2820,2br,1153.0,Columbia County,NY
2821,,2866.0,Middlesex County,MA
2822,1br,1856.0,Middlesex County,MA
2823,2br,870.0,Hidalgo County,
2824,1br,623.0,Gates County,NC
2825,,713.0,Fond du Lac County,WI
2826,4br,1534.0,Lewis and Clark County,
2827,3br,1304.0,Oklahoma County,OK
2828,studio,988.0,Hampton city,VA
2829,2br,2183.0,Sonoma County,CA
2830,studio,635.0,Louisa County,VA
2831,studio,907.0,Sacramento County,CA
2832,1br,982.0,Duval County,FL
2833,3br,2085.0,Bergen County,NJ
2834,,4096.0,Orange County,CA
2835,4br,2798.0,Sacramento County,CA
2836,1br,1040.0,Martin County,FL
2837,2br,2323.0,Orange County,
2838,3br,1760.0,Hillsborough County,
2839,4br,1625.0,Washington County,AR
2840,3br,2989.0,New York County,NY
2841,,1271.0,Milwaukee County,WI
2842,3br,934.0,Pike County,IL
2843,4br,2969.0,Miami-Dade County,FL
2844,1br,839.0,Clay County,FL
2845,1br,1662.0,Honolulu County,HI
2846,1br,1160.0,Orange County,FL
2847,2br,2081.0,Kings County,NY
2848,2br,2182.0,Kings County,NY
2849,3br,2940.0,New York County,NY
2850,2br,1825.0,Solano County,CA
2851,3br,2113.0,Kitsap County,
2852,4br,1285.0,St. Charles County,MO
2853,4br,2199.0,Lee County,FL
2854,2br,979.0,Guilford County,NC
2855,4br,1550.0,Marion County,FL
2856,3br,1639.0,Cook County,
2857,studio,1634.0,Contra Costa County,CA
2858,4br,1538.0,Mobile County,AL
2859,2br,1616.0,Pierce County,WA
2860,3br,769.0,Huntington County,IN
2861,4br,1567.0,Craven County,NC
2862,studio,527.0,Karnes County,TX
2863,1br,1240.0,Miami-Dade County,
2864,3br,1.252,Sheridan County,WY
2865,2br,1974.0,Queens County,NY
2866,studio,658.0,Butler County,OH
2867,3br,1284.0,Bernalillo County,NM
2868,1br,636.0,Buckingham County,VA
2869,3br,1124.0,Kalamazoo County,MI
2870,3br,1032.0,Anderson County,SC
2871,studio,549.0,Genesee Conty,
2872,studio,830.0,Maricopa County,AZ
2873,4br,1109.0,Hidalgo County,TX
2874,,542.0,El Paso County,TX
2875,4br,1402.0,Brunswick County,NC
2876,2br,972.0,Iredell County,NC
2877,3br,2790.0,Queens County,NY
2878,studio,689.0,Niagara County,NY
2879,4br,1879.0,Rutherford County,TN
2880,2br,984.0,Marion County,IN
2881,4br,1903.0,Cook County,IL
2882,studio,656.0,Kosciusko County,IN
2883,studio,472.0,Chester County,SC
2884,,1481.0,Denver County,CO
2885,4br,2187.0,Harris County,TX
2886,,1440.0,Mohave County,AZ
2887,studio,1019.0,Hillsborough County,FL
2888,studio,1377.0,Honolulu County,HI
2889,studio,1134.0,Denton County,
2890,1br,1168.0,Palm Beach County,FL
2891,4br,1370.0,Marion County,FL
2892,,585.0,Simpson County,MS
2893,2br,1267.0,Ramsey County,MN
2894,1br,773.0,Madison County,NY
2895,studio,1141.0,Cook County,IL
2896,4br,2062.0,Harris County,TX
2897,4br,2275.0,Butte County,CA
2898,1br,1608.0,San Diego County,CA
2899,studio,825.0,Hood River County,OR
2900,3br,2484.0,Los Angeles County,CA
2901,,996.0,Orange County,NC
2902,studio,675.0,Jackson County,NC
2903,studio,955.0,Camden County,NJ
2904,3br,2.309,Arapahoe County,CO
2905,1br,1000.0,Baltimore County,MD
2906,studio,806.0,Fresno County,CA
2907,4br,1391.0,St. Louis County,MO
2908,studio,818.0,Aiken County,SC
2909,studio,761.0,Fresno County,CA
2910,1br,1124.0,Sarasota County,FL
2911,studio,1221.0,Ocean County,NJ
2912,4br,1478.0,Cumberland County,
2913,1br,984.0,Richland County,
2914,1br,1728.0,Prince George's County,MD
2915,3br,1654.0,Hampden County,MA
2916,2br,927.0,Allegheny County,PA
2917,studio,867.0,Coconino County,AZ
2918,,1508.0,Dallas County,TX
2919,4br,1862.0,Maricopa County,AZ
2920,4br,2.996,Fairfield County,CT
2921,1br,2046.0,Middlesex County,MA
2922,3br,4743.0,Marin County,CA
2923,1br,720.0,Kern County,
2924,1br,935.0,Clark County,NV
2925,2br,1067.0,Hennepin County,MN
2926,4br,1481.0,Lincoln County,
2927,2br,765.0,McKean County,PA
2928,,1196.0,Maricopa County,AZ
2929,1br,2013.0,Kings County,NY
2930,2br,893.0,Walla Walla County,WA
2931,4br,2375.0,Travis County,TX
2932,3br,1320.0,Santa Fe County,NM
2933,4br,1428.0,Lexington County,SC
2934,3br,901.0,Woodford County,
2935,2br,813.0,Clarke County,GA
2936,3br,2952.0,Fairfield County,CT
2937,4br,1419.0,Jefferson County,MO
2938,studio,875.0,Tolland County,CT
2939,2br,636.0,Franklin County,TN
2940,4br,4426.0,Orange County,
2941,3br,2518.0,Monmouth County,NJ
2942,studio,1358.0,Prince George's County,MD
2943,,2897.0,Orange County,CA
2944,studio,686.0,Sarpy County,NE
2945,,2234.0,Morris County,NJ
2946,studio,640.0,Dauphin County,PA
2947,1br,829.0,Marion County,FL
2948,,2855.0,Queens County,NY
2949,3br,1588.0,Dunn County,ND
2950,studio,1801.0,Queens rounty,NY
2951,studio,745.0,Winchester city,VA
2952,4br,2290.0,Virginia Beach city,VA
2953,2br,1567.0,Dallas County,TX
2954,3br,1234.0,Franklin County,OH
2955,,1377.0,Comal County,TX
2956,1br,1029.0,Pinellas County,FL
2957,2br,2290.0,Suffolk County,NY
2958,3br,996.0,Clearfield County,
2959,3br,1879.0,Riverside County,CA
2960,studio,696.0,Jefferson County,AL
2961,1br,1063.0,Gaston County,NC
2962,2br,2190.0,Montgomery County,MD
2963,3br,1227.0,Saunders County,NE
2964,4br,2982.0,Richmond County,NY
2965,3br,2390.0,Hudson County,NJ
2966,3br,1338.0,Jones County,TX
2967,1br,656.0,Lee County,SC
2968,4br,1234.0,Marion County,FL
2969,1br,801.0,Hall County,GA
2970,3br,1382.0,Oakland County,MI
2971,3br,1378.0,Cochise County,AZ
2972,1br,765.0,Kno County,TN
2973,studio,827.0,San Bernardino County,CA
2974,2br,1236.0,Tarrant County,TX
2975,4br,2330.0,Dallas County,TX
2976,1br,1202.0,Seminole County,FL
2977,4br,4254.0,Contra Costa County,CA
2978,2br,958.0,Kenton County,KY
2979,2br,1270.0,Franklin County,WA
2980,3br,1643.0,Hernando County,
2981,4br,1251.0,Shelby County,TN
2982,4br,1545.0,Brunswick County,NC
2983,4br,1765.0,Lee County,FL
2984,4br,3047.0,Nassau County,NY
2985,1br,1074.0,Thurston County,
2986,4br,4072.0,San Francisco County,CA
2987,1br,636.0,Kern County,CA
2988,2br,855.0,Brown County,WI
2989,studio,628.0,Webb County,TX
2990,studio,517.0,Clark County,WI
2991,,1854.0,Kings County,NY
2992,3br,1305.0,Inyo County,
2993,1br,2045.0,Middlesex County,MA
2994,4br,2416.0,Thurston County,WA
2995,,1095.0,St. Johns County,FL
2996,2br,1307.0,Salt Lake County,UT
2997,studio,1445.0,Orange County,CA
2998,3br,1854.0,Sitka City and Borough,AK
2999,studio,501.0,Henry County,AL
3000,1br,1283.0,Ocean County,NJ
3001,3br,1570.0,Wake County,NC
3002,3br,1156.0,Sedgwick County,KS
3003,2br,2348.0,Lo sAngeles County,CA
3004,1br,614.0,Manitowoc County,
3005,1br,1686.0,Los Angeles County,CA
3006,studio,509.0,Cuyahoga County,OH
3007,4br,1330.0,Jefferson County,MO
3008,,1351.0,Portage County,OH
3009,1br,541.0,Live Oak County,
3010,1br,770.0,York County,PA
3011,3br,1437.0,Clark County,
3012,3br,1798.0,Kane County,IL
3013,studio,793.0,Houston County,GA
3014,1br,1609.0,Napa County,CA
3015,4br,3011.0,Norfolk County,MA
3016,3br,2682.0,Prince William County,VA
3017,3br,1088.0,Big Stone County,MN
3018,,1745.0,Jasper County,IN
3019,3br,1771.0,Seminole County,FL
3020,4br,2402.0,Chittenden County,VT
3021,1br,1223.0,Salt Lake County,UT
3022,2br,1044.0,Harris County,TX
3023,4br,3045.0,Clackamas County,OR
3024,studio,663.0,Davidson County,NC
3025,2br,2176.0,Los Angeles County,CA
3026,studio,786.0,Wayne County,MI
3027,2br,723.0,Jackson County,AL
3028,2br,1564.0,Orange County,NY
3029,studio,1532.0,Los Angeles County,CA
3030,2br,1219.0,Mecklenburg County,NC
3031,1br,686.0,Polk County,
3032,4br,1072.0,Perry County,MS
3033,3br,1826.0,Orange County,FL
3034,studio,975.0,Jefferson County,CO
3035,1br,733.0,Curry County,NM
3036,4br,1575.0,Carroll County,NH
3037,2br,1521.0,Cook County,IL
3038,2br,2231.0,Ventura County,
3039,4br,1074.0,Marquette County,MI
3040,4br,1355.0,Cuyahoga County,OH
3041,1br,1095.0,San Joaquin County,CA
3042,3br,1479.0,Wayne County,MI
3043,,3081.0,Los Angeles County,CA
3044,1br,1292.0,Denton County,TX
3045,studio,1671.0,Suffolk County,MA
3046,studio,1822.0,Norfolk County,MA
3047,,1597.0,Loudoun County,VA
3048,4br,2108.0,Williamson County,
3049,,1009.0,Wichita County,TX
3050,4br,1638.0,Clermont County,OH
3051,studio,1668.0,Kings County,NY
3052,4br,1271.0,Washington County,TN
3053,,801.0,Winnebago County,IL
3054,2br,3794.0,San Mateo County,CA
3055,4br,2059.0,Montgomery County,TX
3056,3br,970.0,Pike County,MS
3057,1br,711.0,Douglas County,NE
3058,1br,1157.0,Multnomah County,OR
3059,2br,562.0,Wayne County,KY
3060,,2016.0,Cabarrus County,NC
3061,1br,1075.0,Fulton County,GA
3062,1br,740.0,Matanuska-Sustina Borough,AK
3063,3br,2510.0,Clark County,WA
3064,studio,1070.0,Ocean County,NJ
3065,4br,1698.0,Maricopa County,
3066,3br,3020.0,Rockland County,NY
3067,,1393.0,Franklin County,OH
3068,2br,1235.0,Clayton County,GA
3069,3br,3718.0,Santa Barbara County,CA
3070,2br,1401.0,San Bernardino County,
3071,2br,1421.0,Hennepin Cousty,MN
3072,1br,765.0,Knox County,TN
3073,,1136.0,El Paso County,TX
3074,studio,710.0,Riley County,KS
3075,3br,1152.0,Monroe County,NY
3076,,960.0,Fentress County,TN
3077,4br,2292.0,Cook County,IL
3078,,835.0,Duval County,FL
3079,3br,2173.0,Baltimore County,MD
3080,2br,2494.0,Bronx County,NY
3081,2br,932.0,Pinal County,AZ
3082,3br,3391.0,San Diego County,CA
3083,4br,1742.0,Warren County,KY
3084,1br,1265.0,Pierce County,WA
3085,studio,1087.0,Tarrant County,TX
3086,4br,1723.0,Lexington County,SC
3087,2br,1045.0,Cuyahoga County,OH
3088,4br,1476.0,Champaign County,IL
3089,4br,1015.0,Eastland County,TX
3090,1br,1569.0,Miami-Dade County,FL
3091,1br,1549.0,Los Angeles County,CA
3092,1br,993.0,Union County,NC
3093,2br,1102.0,Harris County,TX
3094,2br,678.0,Boyd County,NE
3095,4br,2601.0,Riverside County,CA
3096,2br,1484.0,Bristol County,MA
3097,2br,1013.0,Providence County,RI
3098,3br,2.968,Fairfield County,CT
3099,1br,853.0,Marion County,OR
3100,,1476.0,El Paso County,CO
3101,2br,902.0,Broome County,NY
3102,studio,855.0,Maricopa County,
3103,4br,1130.0,Calhoun County,MS
3104,studio,732.0,Polk oCunty,FL
3105,3br,1088.0,Broome County,NY
3106,2br,608.0,Anderson County,KS
3107,,2938.0,Miami-Dade County,
3108,3br,2832.0,Los Angeles County,CA
3109,2br,1248.0,Windham County,CT
3110,3br,1975.0,Essex County,NJ
3111,4br,2553.0,Douglas County,CO
3112,3br,1356.0,Richland County,
3113,studio,966.0,Baltimore County,MD
3114,2br,2408.0,New York County,NY
3115,1br,1631.0,Los qngerles County,CA
3116,4br,1933.0,Jackson County,MO
3117,1br,548.0,Snyder County,PA
3118,,832.0,Grand Traverse County,MI
3119,3br,1050.0,St. Louis County,MN
3120,3br,1316.0,Spokane County,WA
3121,1br,1242.0,Travis County,TX
3122,1br,1366.0,Philaelphia County,PA
3123,2br,1.365,Riveside County,CA
3124,studio,775.0,Tillamook County,OR
3125,4br,1330.0,Calcasieu Parish,LA
3126,2br,865.0,Midland County,MI
3127,studio,548.0,Pierce County,GA
3128,3br,1236.0,Tom Green County,TX
3129,2br,1166.0,Stanislaus County,CA
3130,1br,611.0,Outagamie County,WI
3131,studio,721.0,Fayette County,
3132,2br,1075.0,Aiken County,SC
3133,1br,720.0,Lawrence County,OH
3134,1br,588.0,Cherokee County,NC
3135,studio,1042.0,Maricopa County,AZ
3136,2br,972.0,eHnrico County,VA
3137,2br,1352.0,St. Lucie County,FL
3138,studio,503.0,Morgan County,AL
3139,3br,1551.0,Clark County,NV
3140,4br,3166.0,Los Angeles County,CA
3141,3br,1785.0,Cook County,
3142,studio,1277.0,Solano County,
3143,studio,674.0,Lackawanna County,PA
3144,4br,1052.0,Seneca County,OH
3145,studio,609.0,Macomb County,MI
3146,4br,1970.0,Newport News city,VA
3147,4br,3216.0,King County,
3148,studio,853.0,Bexar County,TX
3149,4br,1553.0,Richmond city,VA
3150,4br,2012.0,Gwinnett County,GA
3151,,1071.0,Hillsborough County,FL
3152,,1290.0,Stanislaus County,CA
3153,4br,1523.0,Marion County,IN
3154,4br,1382.0,Oakland County,MI
3155,3br,1187.0,Cayuga County,NY
3156,1br,1271.0,Essex County,NJ
3157,1br,1226.0,Denver County,CO
3158,4br,1046.0,Wilkes County,NC
3159,3br,1701.0,Chatham County,GA
3160,3br,1913.0,Hennepin County,MN
3161,4br,2176.0,Cook County,IL
3162,,1579.0,Los Angeles County,CA
3163,3br,1110.0,Portage County,OH
3164,3br,3583.0,San Diego County,CA
3165,4br,3738.0,Los uAngeles Counyt,CA
3166,studio,624.0,Winnebago County,IL
3167,studio,1065.0,New Haven County,CT
3168,4br,1882.0,Harris County,TX
3169,1br,1167.0,Dallas County,TX
3170,4br,1306.0,Hamilton County,TN
3171,3br,1720.0,DeKalb County,
3172,1br,1017.0,Montgomery County,TX
3173,2br,2391.0,Suffolk County,MA
3174,4br,2095.0,Harris County,TX
3175,studio,732.0,East Baton Rouge Parish,LA
3176,4br,1249.0,Marathon County,
3177,2br,708.0,Auglaize County,OH
3178,3br,1313.0,Weber County,UT
3179,2br,683.0,Calhoun County,AL
3180,3br,1701.0,Ramsey County,MN
3181,2br,798.0,Minnehaha County,SD
3182,4br,1.663,Mecklenburg County,NC
3183,3br,1067.0,Tuscarawas County,
3184,2br,1201.0,Wayne County,MI
3185,studio,722.0,Porter County,IN
3186,,671.0,Saline County,AR
3187,3br,1243.0,Lamoille County,VT
3188,3br,2031.0,Larimer County,CO
3189,2br,1384.0,Johnson County,TX
3190,4br,2374.0,Placer County,CA
3191,4br,1096.0,Vermilion County,IL
3192,4br,1316.0,Litchfield County,CT
3193,,850.0,Kent County,MI
3194,3br,1266.0,Cass County,ND
3195,2br,1388.0,Lake County,IL
3196,2br,827.0,Bedford County,VA
3197,studio,679.0,Dougherty County,GA
3198,3br,1443.0,Hartford County,CT
3199,1br,2411.0,Santa Clara County,CA
3200,1br,1225.0,Wake County,
3201,studio,582.0,Floyd County,GA
3202,1br,1045.0,Anchorage Municipality,AK
3203,studio,698.0,Montgomery County,TN
3204,4br,2050.0,Riverside County,CA
3205,1br,1505.0,Hunterdon County,NJ
3206,studio,886.0,Harris County,TX
3207,2br,1160.0,Pinellas County,FL
3208,,978.0,Dane County,WI
3209,3br,1113.0,Sedgwick County,KS
3210,4br,2240.0,Mecklenburg County,NC
3211,1br,1017.0,San Bernardino County,CA
3212,1br,1346.0,Kane County,
3213,studio,874.0,New Castle County,DE
3214,,2087.0,Kings County,
3215,4br,3268.0,Suffolk County,MA
3216,3br,1404.0,Hinds County,
3217,1br,1070.0,St. Lucie Conty,FL
3218,3br,1122.0,Huntingdon County,PA
3219,,1846.0,Stanislaus Couty,CA
3220,1br,1218.0,Mecklenburg County,NC
3221,1br,1812.0,Rockingham County,NH
3222,studio,1049.0,Hawaii County,HI
3223,2br,1327.0,Clark Countty,NV
3224,1br,638.0,Greene County,MO
3225,2br,1038.0,Baldwin County,AL
3226,4br,1368.0,Wayne County,MI
3227,4br,1996.0,Baltimore city,MD
3228,4br,3162.0,Montgomery County,MD
3229,2br,765.0,Tate County,MS
3230,3br,1273.0,Tom Green County,TX
3231,1br,760.0,Jefferson County,NY
3232,1br,581.0,Trumbull County,OH
3233,2br,980.0,East Baton Rouge Parish,LA
3234,1br,763.0,Ottawa County,MI
3235,3br,958.0,Lawrence County,OH
3236,2br,781.0,Harney County,OR
3237,studio,1013.0,Miami-Dade County,FL
3238,2br,1274.0,Durham County,NC
3239,4br,2158.0,Mecklenburg County,
3240,3br,1441.0,Coconino County,AZ
3241,3br,1898.0,Cook County,IL
3242,3br,1355.0,Spokane County,WA
3243,4br,3264.0,Los Angeles County,CA
3244,3br,1008.0,Buchanan County,IA
3245,,3211.0,Orange County,CA
3246,,1176.0,Nelson County,VA
3247,4br,1670.0,Hamilton County,OH
3248,studio,615.0,Tazewell County,IL
3249,4br,1479.0,Cabell County,WV
3250,2br,1104.0,Liberty County,TX
3251,3br,1267.0,Davie County,NC
3252,4br,2760.0,Broward County,FL
3253,studio,582.0,Lenoir County,NC
3254,3br,1975.0,Denton County,TX
3255,3br,0.88,McDonald County,MO
3256,2br,907.0,Montgomery County,OH
3257,4br,2533.0,Cook County,IL
3258,3br,2260.0,Prince William County,VA
3259,3br,1033.0,Wayne County,NC
3260,1br,1286.0,Arapahoe County,CO
3261,3br,1544.0,Guadalupe County,TX
3262,4br,1608.0,Leon County,FL
3263,3br,2807.0,Westchester County,NY
3264,4br,1698.0,Flathead County,MT
3265,4br,1114.0,Tazewell County,IL
3266,3br,1337.0,Oakland County,MI
3267,3br,3462.0,King County,WA
3268,1br,1086.0,Gaston County,NC
3269,2br,1575.0,El Dorado County,CA
3270,2br,962.0,Milwaukee County,WI
3271,1br,999.0,Harris County,TX
3272,1br,1090.0,Ellis County,TX
3273,4br,1488.0,La Plata County,CO
3274,2br,1410.0,Anchorage Municipality,AK
3275,1br,753.0,Kern County,CA
3276,2br,1139.0,Pinellas County,FL
3277,2br,1317.0,Carver County,MN
3278,studio,961.0,Tarrant County,TX
3279,4br,1127.0,Acadia Parish,LA
3280,4br,1450.0,Berks County,PA
3281,studio,1458.0,Nassau County,NY
3282,1br,731.0,Montgomery County,OH
3283,1br,1656.0,New York County,
3284,4br,5104.0,San Mateo County,CA
3285,4br,1238.0,Jefferson County,
3286,1br,935.0,Maricopa County,AZ
3287,2br,822.0,Anderson County,SC
3288,3br,1682.0,Ramsey County,MN
3289,studio,795.0,Tulare County,CA
3290,4br,1154.0,Knox County,IL
3291,4br,2.478,Sacramento County,
3292,studio,539.0,Ashe County,NC
3293,2br,956.0,El Paso County,TX
3294,4br,1764.0,McHenry County,IL
3295,1br,1784.0,Prince George's County,MD
3296,studio,710.0,Livingston Parish,LA
3297,1br,1101.0,Newton County,GA
3298,2br,873.0,Sheridan County,WY
3299,,1611.0,DeKalb County,GA
3300,studio,1627.0,San Diego County,CA
3301,2br,2655.0,Orange County,
3302,studio,953.0,Union County,NC
3303,1br,704.0,Allen County,IN
3304,,1550.0,Riverside County,CA
3305,3br,2308.0,Miami-Dade County,FL
3306,1br,1155.0,Hennepin County,MN
3307,4br,2262.0,Cook County,IL
3308,1br,1054.0,Riverside County,CA
3309,4br,2567.0,St. Mary's County,
3310,,515.0,Sanilac County,MI
3311,4br,1555.0,Lincoln County,SD
3312,4br,1942.0,Maricopa County,AZ
3313,,984.0,Glades County,FL
3314,2br,1206.0,Harris County,TX
3315,2br,1926.0,Putnam County,NY
3316,3br,1137.0,Jefferson County,KY
3317,studio,569.0,El Paso County,TX
3318,3br,1141.0,Porter County,IN
3319,3br,983.0,Winston County,AL
3320,studio,599.0,Midland County,MI
3321,3br,1744.0,Trousdajle County,TN
3322,4br,1441.0,Madison County,AL
3323,3br,1104.0,Greenville County,SC
3324,4br,1429.0,Okanogan County,WA
3325,studio,944.0,Durham County,
3326,3br,2152.0,Union County,
3327,1br,796.0,Alamance County,NC
3328,2br,1260.0,Carroll County,MD
3329,2br,2061.0,Montgomery County,MD
3330,1br,1075.0,Virginia Beach city,VA
3331,3br,1510.0,Pima County,AZ
3332,studio,695.0,Westmoreland County,PA
3333,3br,1506.0,Norfolk city,VA
3334,3br,1239.0,Milwaukee County,WI
3335,2br,1258.0,Salt Lake County,UT
3336,4br,2403.0,Travis County,TX
3337,2br,2252.0,Los Angeles County,CA
3338,2br,1009.0,Wayne County,MI
3339,1br,1118.0,Riverside County,CA
3340,4br,2.254,Ramsey County,MN
3341,studio,1097.0,McHenry County,IL
3342,4br,3106.0,Washinton County,
3343,4br,3028.0,Bergen County,
3344,studio,943.0,Pierce County,WA
3345,,1805.0,Honolulu County,HI
3346,3br,869.0,Carroll County,TN
3347,3br,1710.0,Travsi County,TX
3348,studio,1026.0,St. Lucie County,FL
3349,2br,882.0,Herkimer County,NY
3350,4br,1422.0,Hancock County,IN
3351,2br,862.0,Berkeley County,WV
3352,1br,610.0,Oklahoma County,OK
3353,4br,1913.0,Maricopa County,AZ
3354,4br,2036.0,Kootenai County,ID
3355,3br,1619.0,Jefferson Conty,AL
3356,studio,1858.0,Westchester County,
3357,2br,1108.0,Wayne County,MI
3358,3br,1073.0,Garland County,AR
3359,1br,1513.0,Montgomery County,MD
3360,2br,1060.0,Weber County,UT
3361,1br,661.0,Lucas County,
3362,studio,1045.0,DeKalb County,GA
3363,1br,1067.0,Cumberland County,NJ
3364,1br,1541.0,Boulder County,CO
3365,4br,2700.0,Clark County,WA
3366,studio,429.0,Lyon County,MN
3367,,1475.0,Los Angeles County,CA
3368,studio,461.0,Jefferson County,OH
3369,1br,1688.0,King County,
3370,2br,953.0,Randolph County,
3371,2br,1173.0,Shelby County,AL
3372,3br,2682.0,Napa County,CA
3373,1br,1301.0,Baltimore city,MD
3374,1br,1679.0,San Diego County,CA
3375,3br,2382.0,Montgomery County,MD
3376,1br,1088.0,Chesapeke city,VA
3377,studio,708.0,Hamilton County,IN
3378,4br,2967.0,Los Angeles County,CA
3379,studio,1685.0,Orange County,CA
3380,3br,1775.0,Howard County,MD
3381,,1835.0,New York County,NY
3382,1br,615.0,Hardin County,
3383,3br,2174.0,Carroll County,MD
3384,,2291.0,Broward County,FL
3385,4br,1022.0,Morgan County,AL
3386,,930.0,Hennepin County,MN
3387,1br,1537.0,Los Angeles County,CA
3388,studio,657.0,Kern County,CA
3389,studio,899.0,Harris County,TX
3390,2br,1443.0,San Bernardino County,CA
3391,,702.0,Hancock County,MS
3392,2br,997.0,Dearborn County,IN
3393,4br,2154.0,Travis County,TX
3394,1br,1789.0,Nassau County,NY
3395,studio,633.0,Oakland County,MI
3396,studio,1109.0,DuPage County,IL
3397,,1357.0,Dallas County,TX
3398,studio,482.0,Arenac County,
3399,1br,846.0,Delaware County,OH
3400,studio,1471.0,San Diego County,CA
3401,2br,1299.0,Maricopa County,AZ
3402,4br,1766.0,Hampden County,MA
3403,3br,2460.0,Montgomery County,MD
3404,3br,1505.0,Albany County,NY
3405,1br,733.0,Berks County,PA
3406,1br,1064.0,Sacramento County,CA
